"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Horta, André";"Portugal";"DM, AM C";"Almería";"0";"0";"10330";"1503720";"07.11.1996";"30.06.2027";"55082342";"1661"
"Tanase, Florin";"Roumanie";"AM LC, F C";"FCSB";"22";"5";"9790";"2776830";"30.12.1994";"30.06.2026";"57108487";"1513"
"Marin, Razvan";"Roumanie";"DM";"AEK";"68";"12";"22530";"9642600";"23.05.1996";"30.06.2028";"57113505";"967"
"Hagi, Ianis";"Roumanie";"AM RLC";"Alanyaspor";"47";"6";"29800";"5789320";"22.10.1998";"30.06.2027";"57122678";"458718"
"Karavaev, Vyacheslav";"Russie";"D RC";"Zenit";"26";"2";"22970";"2429750";"20.05.1995";"30.06.2026";"58076747";"1301108"
"Azmoun, Sardar";"Iran";"ST";"Shabab Al-Ahli";"91";"57";"27420";"12307080";"01.01.1995";"30.06.2027";"58098760";"23418694"
"Krugovoy, Danil";"Russie";"D/WB L, AM R";"CSKA Moscow";"5";"0";"19220";"2115170";"28.05.1998";"30.06.2028";"58123725";"1518"
"Qazaishvili, Valeri";"Géorgie / États-Unis";"AM RLC, F C";"Shandong";"61";"12";"28840";"347999990";"29.01.1993";"31.12.2027";"59033608";"116403"
"O'runov, Oston";"Ouzbékistan";"AM RLC";"Persepolis";"33";"7";"13210";"1914000";"29.12.2000";"30.06.2027";"59130566";"102860"
"Irvine, Jackson";"Australie / Écosse";"DM";"FC St. Pauli";"78";"14";"19220";"347999990";"07.03.1993";"30.06.2027";"61041668";"946"
"McCrorie, Ross";"Écosse";"D/WB R";"Bristol City";"1";"0";"9280";"10962000";"18.03.1998";"30.06.2027";"61066342";"619"
"Taylor, Greg";"Écosse";"D/WB L";"PAOK";"14";"0";"21340";"9135090";"05.11.1997";"30.06.2028";"61074608";"982"
"Stewart, Ross";"Écosse";"ST";"Southampton";"2";"0";"27840";"12667200";"11.07.1996";"30.06.2026";"61078701";"713"
"Nastasic, Matija";"Serbie";"D C";"Al-Ula";"34";"0";"52050";"6570690";"28.03.1993";"30.06.2026";"62055271";"1031640"
"Grujic, Marko";"Serbie";"DM";"AEK";"27";"0";"23710";"7521230";"13.04.1996";"30.06.2026";"62085429";"967"
"Terzic, Aleksa";"Serbie";"D/WB/M L";"FC RB Salzburg";"11";"1";"26670";"4838210";"17.08.1999";"30.06.2028";"62192744";"158"
"Cornelius, Derek";"Canada / Jamaïque";"D LC";"Rangers";"35";"0";"13880";"2233020";"25.11.1997";"30.06.2028";"62206980";"1570"
"Bero, Matúš";"Slovaquie";"DM, AM C";"VfL Bochum 1848";"40";"1";"11540";"3217410";"06.09.1995";"30.06.2026";"63025586";"905"
"Hosseinzadeh, Amir Hossein";"Iran";"AM RLC, F C";"Tractor";"7";"1";"9610";"1914000";"30.10.2000";"30.06.2028";"64039651";"5512156"
"Stephens, Sage";"Afrique du Sud";"GK";"Stellenbosch FC";"1";"0";"3480";"133400";"04.08.1991";"30.06.2026";"65010111";"65036389"
"Dolly, Keagan";"Afrique du Sud";"AM RLC";"Cape Town City";"23";"3";"3600";"162480";"22.01.1993";"30.06.2026";"65024990";"65035889"
"Lebusa, Mosa";"Afrique du Sud";"D LC";"Stellenbosch FC";"7";"0";"3480";"130140";"10.10.1992";"30.06.2026";"65025688";"65036389"
"Pule, Vincent";"Afrique du Sud";"AM C";"Siwelele FC";"3";"0";"3060";"347999990";"10.03.1992";"30.06.2027";"65026281";"2000472395"
"Petersen, Brandon";"Afrique du Sud";"GK";"Kaizer Chiefs";"0";"0";"3360";"235330";"17.03.1994";"30.06.2026";"65027036";"1643"
"Modiba, Aubrey";"Afrique du Sud";"D/WB/AM L";"Sundowns";"38";"3";"3600";"329140";"22.07.1995";"30.06.2027";"65029935";"1644"
"Mvala, Mothobi";"Afrique du Sud";"D C, DM";"Sundowns";"27";"1";"3600";"248940";"14.06.1994";"30.06.2027";"65030425";"1644"
"Morena, Thapelo";"Afrique du Sud";"D/WB R, AM RL";"Sundowns";"35";"3";"3600";"185200";"06.08.1993";"30.06.2027";"65030478";"1644"
"Appollis, Oswin";"Afrique du Sud";"AM RLC";"Orlando Pirates";"14";"2";"3570";"402280";"25.05.2001";"30.06.2029";"65037417";"1645"
"Basadien, Fawaaz";"Afrique du Sud";"D/WB/AM L";"Sundowns";"5";"0";"3600";"296220";"23.12.1996";"30.06.2029";"65038567";"1644"
"Mashego, Terrence";"Afrique du Sud";"D/WB L";"Durban City";"10";"0";"3600";"296220";"28.06.1996";"30.06.2027";"65038813";"5682979"
"Foster, Lyle";"Afrique du Sud";"AM L, ST";"Burnley";"20";"7";"34800";"14616000";"03.09.2000";"30.06.2028";"65039540";"622"
"Hlongwane, Bongokuhle";"Afrique du Sud / États-Unis";"AM RL, ST";"Minnesota";"19";"4";"18870";"6569320";"20.06.2000";"31.12.2027";"65043378";"20030048"
"Mbatha, Thalente";"Afrique du Sud";"DM, AM C";"Orlando Pirates";"7";"2";"3570";"382160";"06.03.2000";"30.06.2027";"65043671";"1645"
"Pulido, Jorge";"Espagne";"D C";"Huesca";"0";"0";"4510";"553550";"08.04.1991";"30.06.2026";"67037319";"4212294"
"Illarramendi, Asier";"Espagne / Pays Basque";"DM";"Kitchee";"3";"1";"5060";"22160";"08.03.1990";"30.06.2026";"67039257";"133674"
"Romeu, Oriol";"Espagne";"DM";"Southampton";"0";"0";"41760";"3026590";"24.09.1991";"30.06.2026";"67043255";"713"
"Miramón, Jorge";"Espagne";"D/WB R";"AEK Larnakas";"0";"0";"3690";"123890";"02.06.1989";"31.05.2026";"67059120";"448"
"Fernando";"Espagne";"GK";"Almería";"0";"0";"20290";"1038260";"10.06.1990";"30.06.2026";"67066950";"1661"
"Dani García";"Espagne / Pays Basque";"DM";"Olympiacos";"0";"0";"10930";"275780";"24.05.1990";"30.06.2026";"67104797";"981"
"Jonny";"Espagne";"D/WB RL";"Alavés";"3";"0";"17310";"3603980";"03.03.1994";"30.06.2027";"67144651";"1688"
"Pacheco, Fernando";"Espagne";"GK";"Al-Fateh";"0";"0";"81330";"9162510";"18.05.1992";"30.06.2026";"67155103";"7920359"
"De Tomás, Raúl";"Espagne / Rép. Dominicaine";"ST";"Al-Wakrah";"4";"0";"57680";"4680730";"17.10.1994";"30.06.2027";"67156425";"135411"
"Marí, Pablo";"Espagne";"D C";"Al Hilal";"0";"0";"101200";"3433800";"31.08.1993";"30.06.2026";"67157583";"102852"
"Rico, Sergio";"Espagne";"GK";"Al-Gharafa";"1";"0";"32940";"6147840";"01.09.1993";"30.06.2026";"67171745";"1026831"
"Alejo, Iván";"Espagne";"D/WB/AM R";"Valladolid";"0";"0";"21330";"5627220";"10.02.1995";"30.06.2027";"67176059";"1747"
"Jason";"Espagne";"AM RL";"Fayha";"0";"0";"76490";"10530390";"06.07.1994";"30.06.2026";"67184262";"7920365"
"Carlos Fernández";"Espagne";"AM/F C";"Mirandés";"0";"0";"20770";"2580380";"22.05.1996";"30.06.2026";"67184485";"4212197"
"Chirivella, Pedro";"Espagne";"DM";"Panathinaikos";"0";"0";"30830";"9642600";"23.05.1997";"30.06.2027";"67185037";"983"
"Jordán, Joan";"Espagne";"DM";"Sevilla";"0";"0";"69210";"2019320";"06.07.1994";"30.06.2027";"67187249";"1759"
"Sylla, Mamadou";"Espagne / Sénégal";"AM R, ST";"Al-Riyadh";"0";"0";"74350";"347999990";"20.03.1994";"30.06.2028";"67187251";"135423"
"Soriano, Juan";"Espagne";"GK";"Leganés";"0";"0";"20620";"4511160";"23.08.1997";"30.06.2027";"67193103";"1678"
"Marín, Adrián";"Espagne / États-Unis";"D/WB L";"Orlando City";"0";"0";"6240";"3941590";"09.01.1997";"31.12.2026";"67199947";"72014193"
"Córdoba, Aitor";"Espagne / Pays Basque";"D C, DM";"Tianjin";"0";"0";"15590";"2903940";"21.05.1995";"31.12.2026";"67210804";"416"
"Son";"Espagne";"D/WB RL";"Ludogorets";"0";"0";"8020";"1784380";"30.03.1994";"30.06.2026";"67211336";"22003969"
"Cristo";"Espagne";"AM LC, F C";"Umm-Salal";"0";"0";"41140";"9553760";"24.10.1997";"30.06.2028";"67211796";"1032763"
"Tejero, Álvaro";"Espagne";"D/WB RL";"Aris";"0";"0";"10360";"8038880";"20.07.1996";"30.06.2027";"67211897";"969"
"Carles Pérez";"Espagne";"AM RLC";"Aris";"0";"0";"58610";"5413390";"16.02.1998";"30.06.2027";"67215283";"969"
"Calvo, Dani";"Espagne";"D C";"Oviedo";"0";"0";"8530";"1002480";"01.04.1994";"30.06.2027";"67218464";"1741"
"Óscar";"Espagne";"AM C";"Al-Diriyah";"2";"0";"52050";"13191980";"28.06.1998";"30.06.2026";"67228635";"1031614"
"Soberón, Mario";"Espagne";"ST";"Zaragoza";"0";"0";"4610";"3518700";"18.05.1997";"30.06.2026";"67238454";"1749"
"Rey, Oriol";"Espagne";"DM";"Levante";"0";"0";"17060";"5142720";"25.02.1998";"30.06.2027";"67245415";"1717"
"Clemente, Enrique";"Espagne";"D LC";"Las Palmas";"0";"0";"4810";"5684060";"04.03.1999";"30.06.2029";"67246261";"1772"
"Méndez, Nacho";"Espagne / Malaisie";"AM C";"Johor DT";"0";"0";"3150";"677680";"30.03.1998";"30.06.2028";"67248345";"23195015"
"Berrocal, Juan";"Espagne";"D C";"Atlanta United";"0";"0";"17820";"4872050";"05.02.1999";"30.06.2027";"67248397";"72047296"
"Martínez, Javi";"Espagne / Pays Basque";"AM C";"Eibar";"0";"0";"20950";"7424800";"22.12.1999";"30.06.2027";"67249495";"1753"
"Valery";"Espagne";"D/WB/AM RL";"Zaragoza";"0";"0";"11540";"4511160";"23.11.1999";"30.06.2028";"67271151";"1749"
"Jutglà, Ferran";"Espagne";"ST";"Vigo";"0";"0";"18460";"11076600";"01.02.1999";"30.06.2029";"67272136";"1724"
"Núñez, Álvaro";"Espagne / Pays Basque";"D/WB R";"Vigo";"0";"0";"18460";"2977360";"07.07.2000";"30.06.2030";"67276231";"1724"
"Nteka, Randy";"Angola / France / R.D. Congo";"AM/F C";"Vallecano";"12";"2";"17060";"5846440";"06.12.1997";"30.06.2028";"67277397";"1729"
"Melamed, Nico";"Espagne / Argentine";"AM RLC";"Almería";"0";"0";"20290";"4511160";"11.04.2001";"30.06.2030";"67277676";"1661"
"Arana, Juan Carlos";"Espagne";"ST";"R. Santander";"0";"0";"18620";"4511160";"08.02.2000";"30.06.2028";"67287667";"1728"
"Muñoz, Iker";"Espagne / Pays Basque";"DM";"Atlético Pamplona";"0";"0";"3850";"12029760";"05.11.2002";"30.06.2027";"67288317";"1685"
"Olsen, Robin";"Suède / Danemark";"GK";"Malmö FF";"77";"0";"6740";"347999990";"08.01.1990";"31.12.2029";"68007215";"1816"
"Berisha, Etrit";"Albanie / Suède / Kosovo";"GK";"BK Häcken";"78";"0";"4490";"347999990";"10.03.1989";"31.12.2027";"68015622";"1783"
"Yokuslu, Okay";"Turquie";"D C, DM";"Trabzonspor";"47";"1";"36150";"3343470";"09.03.1994";"30.06.2027";"70052844";"1879"
"Kilinç, Emre";"Turquie";"AM RLC";"Samsunspor";"4";"0";"18160";"5797570";"23.08.1994";"30.06.2028";"70056734";"1878"
"Kahveci, Irfan Can";"Turquie";"AM RC";"Kasimpasa";"41";"5";"41100";"2894660";"15.07.1995";"30.06.2028";"70075229";"130360"
"Sengezer, Muhammed";"Turquie";"GK";"Basaksehir";"0";"0";"24060";"5210390";"05.01.1997";"30.06.2028";"70097801";"130343"
"Bayindir, Altay";"Turquie";"GK";"Man Utd";"10";"0";"46400";"6699000";"14.04.1998";"30.06.2027";"70099201";"680"
"Yazici, Yusuf";"Turquie";"AM RC, F C";"Olympiacos";"45";"3";"40310";"6090060";"29.01.1997";"30.06.2027";"70103149";"981"
"Bushchan, Heorhii";"Ukraine / Roumanie";"GK";"Polissia";"18";"0";"29500";"13780800";"31.05.1994";"30.06.2027";"71049105";"71100094"
"Yaremchuk, Roman";"Ukraine";"ST";"OL";"63";"17";"35570";"6090060";"27.11.1995";"30.06.2028";"71068795";"865"
"Sikan, Danylo";"Ukraine";"ST";"RSC Anderlecht";"7";"1";"17040";"8959660";"16.04.2001";"30.06.2030";"71106198";"256"
"Acosta, Kellyn";"États-Unis / Grenade / Japon";"DM";"Pogon";"58";"2";"6170";"2424450";"24.07.1995";"06.03.2027";"72037051";"1459"
"Palmer-Brown, Erik";"États-Unis";"D C";"Panathinaikos";"4";"0";"16600";"9135090";"24.04.1997";"30.06.2027";"72040029";"983"
"Laryea, Richie";"Canada / États-Unis";"D/WB RL";"Toronto FC";"65";"1";"19310";"9533720";"07.01.1995";"31.12.2026";"72045915";"72000789"
"Ferreira, Jesus";"États-Unis / Colombie";"AM RLC, F C";"Seattle";"23";"15";"30200";"10248140";"24.12.2000";"31.12.2027";"72048183";"72014006"
"White, Brian";"États-Unis";"ST";"Vancouver";"8";"1";"16510";"6569320";"03.02.1996";"31.12.2027";"72051190";"4400014"
"Allende, Marcelo";"Chili";"AM RLC";"Sundowns";"1";"0";"3600";"402280";"07.04.1999";"30.06.2027";"75039726";"1644"
"Chuchu Ramírez";"Venezuela";"ST";"Nacional da Madeira";"1";"0";"2300";"9022320";"04.05.1998";"30.06.2027";"75058347";"2433"
"Tesillo, William";"Colombie";"D C";"Atlético Nacional";"30";"1";"7430";"347999990";"02.02.1990";"30.06.2027";"76014918";"427"
"Mendoza, Stiven";"Colombie";"AM RL, ST";"ATP";"2";"0";"9970";"2337620";"27.06.1992";"31.12.2027";"76016258";"107206"
"Borja, Miguel";"Colombie / Argentine";"ST";"Al-Wasl";"30";"9";"25410";"347999990";"26.01.1993";"30.06.2028";"76033093";"135439"
"Ramírez, Juan Pablo";"Colombie";"AM LC, F C";"Avenida";"0";"0";"9970";"1251290";"23.11.1997";"31.12.2025";"76039987";"301262"
"Gómez, Sebastián";"Colombie";"DM";"CTB";"2";"0";"9750";"5768810";"03.06.1996";"31.12.2028";"76046577";"104776"
"Moreno, Santiago";"Colombie / États-Unis";"AM RLC";"FLU";"2";"0";"9460";"4968350";"21.04.2000";"31.12.2029";"76062954";"323"
"Gallese, Pedro";"Pérou / États-Unis";"GK";"Deportivo Cali";"120";"0";"7250";"347999990";"23.02.1990";"31.12.2027";"77004608";"421"
"Santos, Michael";"Uruguay";"ST";"Central Córdoba (SdE)";"2";"0";"9880";"3607280";"13.03.1993";"31.12.2027";"78043581";"14018428"
"Mele, Santiago";"Uruguay / Italie";"GK";"Monterrey";"6";"0";"10170";"6078690";"06.09.1997";"30.06.2029";"78067540";"1257"
"de Arruabarrena, Ignacio";"Uruguay / Espagne / Argentine";"GK";"Arouca";"0";"0";"7640";"4838220";"16.01.1997";"30.06.2026";"78074060";"729500"
"Ortiz, Joao";"Équateur";"DM";"Portland";"8";"0";"8680";"4507280";"01.05.1996";"31.12.2027";"78074274";"975489"
"Saracchi, Marcelo";"Uruguay";"D/WB L";"Celtic";"9";"0";"7620";"7037410";"23.04.1998";"31.12.2027";"78074600";"1569"
"Gómez, Maximiliano";"Uruguay";"ST";"Nacional";"32";"4";"7950";"1889210";"14.08.1996";"31.12.2026";"78078886";"1921"
"Rodríguez, José Luis";"Uruguay";"D/WB RL, M R";"VDG";"3";"0";"8880";"4968350";"14.03.1997";"31.12.2027";"78081551";"339"
"Fernández, Rodrigo";"Uruguay";"DM";"Independiente";"0";"0";"7410";"7428370";"03.01.1996";"31.12.2027";"78083570";"89"
"Rodríguez, Santiago";"Uruguay / États-Unis";"AM C";"BOT";"0";"0";"9720";"22590840";"08.01.2000";"31.12.2028";"78088631";"316"
"Méndez, Bruno";"Uruguay / Italie";"D RC";"Toluca";"4";"0";"9880";"3767690";"10.09.1999";"30.06.2027";"78089395";"102355"
"Pellistri, Facundo";"Uruguay / Espagne";"AM R";"Panathinaikos";"36";"2";"37940";"14285340";"20.12.2001";"30.06.2028";"78095389";"983"
"Escobar, Juan";"Paraguay";"D RC";"Melgar";"12";"0";"2710";"418700";"11.07.1995";"31.12.2027";"79025853";"303815"
"Bareiro, Adam";"Paraguay";"ST";"Boca";"9";"0";"8910";"7819340";"26.07.1996";"31.12.2027";"79027228";"82"
"Gill, Orlando";"Paraguay";"GK";"San Lorenzo";"0";"0";"8230";"4511160";"11.06.2000";"31.12.2026";"79032827";"96"
"Domínguez, Alexander";"Équateur / Colombie";"GK";"LDU de Quito";"77";"0";"4890";"347999990";"05.06.1987";"31.12.2026";"80000436";"5270338"
"Calvo, Francisco";"Costa Rica / États-Unis";"D LC";"Al-Ettifaq";"104";"14";"82130";"5279690";"08.07.1992";"30.06.2026";"80013411";"135427"
"Pimentel, Valentín";"Panama";"AM/F C";"CD Universitario (Panama)";"28";"1";"3040";"10280";"30.05.1991";"30.06.2026";"80028806";"80033814"
"Martínez, Alonso";"Costa Rica / États-Unis";"AM R, ST";"NYCFC";"21";"2";"13220";"7116760";"15.10.1998";"31.12.2027";"80032156";"72041885"
"Carrasquilla, Adalberto";"Panama / États-Unis";"DM, AM RC";"Pumas";"59";"2";"10320";"4374710";"28.11.1998";"30.06.2029";"80033240";"1260"
"Borges, Gonçalo";"Portugal / Angola";"AM RL";"Feyenoord";"0";"0";"20050";"3790630";"29.03.2001";"30.06.2029";"83228804";"1013"
"Ferreira, João";"Portugal";"D RC, M R";"Saint-Étienne";"0";"0";"12740";"4689350";"22.03.2001";"30.06.2029";"83257056";"828"
"Andrade, Leandro";"Cap-Vert / Portugal";"AM RLC";"Qarabag FK";"7";"0";"5280";"2349560";"24.09.1999";"30.06.2027";"83257793";"127787"
"Hazard, Thorgan";"Belgique";"AM LC, F C";"RSC Anderlecht";"47";"9";"34610";"3871460";"29.03.1993";"30.06.2026";"85023676";"256"
"Dupé, Maxime";"France";"GK";"OGC Nice";"0";"0";"8100";"2137610";"04.03.1993";"30.06.2026";"85027990";"862"
"Sliti, Naïm";"Tunisie / France";"AM RLC";"Al-Shamal";"79";"14";"16470";"347999990";"27.07.1992";"30.06.2027";"85059261";"135413"
"Savanier, Téji";"France";"AM C";"Montpellier";"0";"0";"48450";"1267890";"22.12.1991";"30.06.2026";"85059749";"859"
"Castelletto, Jean-Charles";"Cameroun / France / Italie";"D C";"Al-Duhail";"32";"2";"44220";"7738550";"26.01.1995";"30.06.2028";"85068487";"23404990"
"Desmas, Arthur";"France";"GK";"Al-Duhail";"0";"0";"40890";"5588950";"07.04.1994";"30.06.2026";"85082409";"23404990"
"Tisserand, Marcel";"R.D. Congo / France";"D C";"Sydney FC";"35";"0";"1980";"347999990";"10.01.1993";"30.06.2027";"85095880";"1300490"
"Nkoudou, Georges-Kévin";"Cameroun / France";"AM L";"Al-Diriyah";"13";"2";"82340";"15221520";"13.02.1995";"30.06.2028";"85103980";"1031614"
"Saïss, Romain";"Maroc / France";"D C, DM";"Al Sadd";"81";"2";"43380";"670670";"26.03.1990";"30.06.2026";"85116519";"102853"
"Tardieu, Florian";"France / Espagne";"DM";"Saint-Étienne";"0";"0";"15040";"1417420";"22.04.1992";"30.06.2026";"85116899";"828"
"Diallo, Abdou";"Sénégal / France";"D LC";"Umm-Salal";"33";"2";"51040";"9458220";"04.05.1996";"30.06.2027";"85120721";"1032763"
"Abdelhamid, Yunis";"Maroc / France";"D C";"FAR Rabat";"14";"0";"19000";"422240";"28.09.1987";"30.06.2026";"85122308";"106054"
"Amavi, Jordan";"France";"D/WB/M L";"-";"0";"0";"0";"0";"09.03.1994";"-";"85126966";"-1"
"Ndombele, Tanguy";"France / R.D. Congo";"DM";"OGC Nice";"7";"0";"70170";"3008490";"28.12.1996";"30.06.2026";"85128159";"862"
"Fulgini, Angelo";"Nlle-Calédonie / France / Côte d'Ivoire";"AM C";"Al-Taawun";"0";"0";"35090";"2357080";"20.08.1996";"30.06.2027";"85133890";"7920352"
"Neyou, Yvan";"Cameroun / France";"DM";"Al-Okhdood";"11";"0";"17820";"5142720";"03.01.1997";"30.06.2028";"85134218";"7920489"
"Moreira, Steven";"Cap-Vert / France / États-Unis";"D RC";"Columbus";"13";"0";"14900";"6372100";"13.08.1994";"31.12.2027";"85144322";"1904"
"Deminguet, Jessy";"France";"DM";"FC Metz";"0";"0";"10190";"4714160";"07.01.1998";"30.06.2028";"85144985";"844"
"Gruezo, Carlos";"Équateur / États-Unis";"DM";"Santos Laguna";"65";"1";"9510";"3579310";"19.04.1995";"31.12.2028";"86029647";"106029"
"Martínez, José";"Venezuela / États-Unis";"DM";"-";"40";"0";"0";"0";"07.08.1994";"-";"86049497";"-1"
"Arreaga, Xavier";"Équateur / États-Unis";"D C, DM";"Bolívar";"20";"1";"2500";"762550";"28.09.1994";"31.12.2026";"86050955";"309"
"Julio, Jhojan";"Équateur";"AM LC, F C";"Querétaro";"9";"0";"8840";"3542280";"11.02.1998";"31.12.2028";"86053784";"136014"
"Torres, Félix";"Équateur";"D C";"INT";"45";"5";"9660";"2732590";"11.01.1997";"31.12.2027";"86057914";"326"
"Realpe, Leonardo";"Équateur";"D C";"Famalicão";"3";"0";"2810";"8932090";"26.02.2001";"30.06.2029";"86075791";"2397"
"Lozano, Anthony";"Honduras / Espagne";"ST";"Santos Laguna";"60";"15";"9510";"347999990";"25.04.1993";"30.06.2027";"87006900";"106029"
"Arriaga, Kervin";"Honduras / États-Unis";"D C, DM";"Levante";"38";"4";"17060";"5999840";"05.01.1998";"30.06.2028";"87040726";"1717"
"Klaus, Felix";"Allemagne";"AM RC";"SpVgg Greuther Fürth";"0";"0";"9610";"347999990";"13.09.1992";"30.06.2027";"91016409";"2253"
"Karaman, Kenan";"Turquie / Allemagne";"AM RLC, F C";"FC Schalke 04";"31";"6";"15380";"347999990";"05.03.1994";"30.06.2028";"91121536";"920"
"Klostermann, Lukas";"Allemagne";"D RLC";"RB Leipzig";"22";"0";"124970";"3045030";"03.06.1996";"30.06.2028";"91134708";"91013388"
"Torunarigha, Jordan";"Nigeria / Allemagne";"D C";"Hamburger SV";"1";"0";"28840";"3045030";"07.08.1997";"30.06.2028";"91137260";"947"
"Eggestein, Johannes";"Allemagne";"ST";"FK Austria Vienna";"0";"0";"6860";"5375800";"08.05.1998";"30.06.2028";"91143690";"152"
"Justvan, Julian";"Allemagne";"AM RC";"1. FC Nürnberg";"0";"0";"13460";"3256490";"02.04.1998";"30.06.2027";"91157973";"899"
"Neubauer, Maurice";"Allemagne";"D/WB RL";"Hannover 96";"0";"0";"13460";"2930840";"29.04.1996";"30.06.2028";"91167592";"927"
"Mai, Lukas";"Allemagne";"D C";"Lugano";"0";"0";"8530";"4114930";"31.03.2000";"30.06.2027";"91172528";"1850"
"Obermair, Raphael";"Philippines / Allemagne";"D/WB RL";"SC Paderborn 07";"0";"0";"8650";"2177200";"01.04.1996";"30.06.2026";"91175719";"121198"
"Keitel, Yannik";"Allemagne";"D C, DM";"FC Augsburg";"0";"0";"28840";"2410650";"15.02.2000";"30.06.2028";"91179656";"2238"
"Jeong, Woo-Yeong";"Corée du Sud";"AM RLC";"1. FC Union Berlin";"22";"4";"23070";"7913950";"20.09.1999";"30.06.2028";"91187682";"121182"
"Schöppner, Jan";"Allemagne";"DM";"1. FC Heidenheim 1846";"0";"0";"17300";"3749900";"12.06.1999";"30.06.2028";"91193886";"880295"
"Pinckert, Lukas";"Allemagne";"D RC";"SV Elversberg";"0";"0";"14420";"2004960";"22.01.2000";"30.06.2028";"91194379";"121200"
"El-Faouzi, Soufiane";"Allemagne / Maroc";"DM, AM C";"FC Schalke 04";"0";"0";"7690";"3093670";"13.07.2002";"30.06.2029";"91201406";"920"
"Müller, Kevin";"Allemagne";"GK";"FC Schalke 04";"0";"0";"19220";"1615670";"15.03.1991";"30.06.2027";"92018187";"920"
"Wahl, Hauke";"Allemagne";"D C, DM";"FC St. Pauli";"0";"0";"23070";"347999990";"15.04.1994";"30.06.2028";"92064816";"946"
"Stenzel, Pascal";"Allemagne";"D RC";"VfB Stuttgart";"0";"0";"28840";"1187560";"20.03.1996";"30.06.2026";"92065838";"960"
"Friedrich, Marvin";"Allemagne";"D C";"Borussia M'gladbach";"0";"0";"38450";"2375120";"13.12.1995";"30.06.2026";"92067018";"908"
"Muslija, Florent";"Kosovo / Allemagne";"AM RLC";"Fortuna Düsseldorf";"32";"1";"23070";"3383370";"06.07.1998";"30.06.2028";"92088303";"921"
"Papadopoulos, Antonios";"Allemagne / Grèce";"D C, DM";"Lugano";"0";"0";"10660";"4114930";"10.09.1999";"30.06.2027";"92090289";"1850"
"Maloney, Lennard";"États-Unis / Allemagne";"D C, DM";"1. FSV Mainz 05";"2";"0";"28840";"3214200";"08.10.1999";"30.06.2028";"92092364";"918"
"Pašalic, Marco";"Croatie / Allemagne";"AM RL";"Orlando City";"7";"1";"27260";"7133210";"14.09.2000";"31.12.2027";"92097178";"72014193"
"Claesson, Viktor";"Suède";"AM LC, F C";"FC København";"74";"15";"25180";"1287710";"02.01.1992";"30.06.2026";"93014195";"505"
"Lidberg, Isac";"Suède";"ST";"SV Darmstadt 98";"1";"0";"8650";"3101420";"08.09.1998";"30.06.2028";"93060237";"108997"
"Johansson, Herman";"Suède";"WB/AM R";"FC Dallas";"0";"0";"10300";"3284660";"16.10.1997";"30.06.2029";"93070097";"1905"
"Yakob, Kevin";"Irak / Suède";"AM LC";"AGF";"1";"0";"4030";"5237060";"10.10.2000";"30.06.2027";"93083206";"482"
"Nygren, Benjamin";"Suède";"AM RLC";"Celtic";"4";"2";"12760";"6003000";"08.07.2001";"30.06.2030";"93104332";"1569"
"Sarr, Amin";"Suède / Sénégal / Gambie";"AM RL, ST";"Hellas Verona";"0";"0";"32190";"4736720";"11.03.2001";"30.06.2029";"93122985";"2201"
"Stroud, Elliot";"Suède / Angleterre";"D/WB/AM L";"Mjällby AIF";"0";"0";"1350";"3154090";"22.06.2002";"31.12.2026";"93144119";"1817"
